lbd,S,freq
9.698e-07,-62.9622285,309128127448958.56
9.7e-07,-68.5987191,309064389690721.6
9.702e-07,-72.7062159,309000678210678.2
9.704e-07,-70.8736751,308936992992580.4
9.706e-07,-59.4829334,308873334020193.7
9.708e-07,-120.0,308809701277297.06
9.71e-07,-62.854724,308746094747682.75
9.712e-07,-59.2907935,308682514415156.56
9.714e-07,-61.4538867,308618960263537.2
9.716e-07,-56.3716214,308555432276657.06
9.718e-07,-120.0,308491930438361.8
9.72e-07,-56.6415279,308428454732510.3
9.722e-07,-120.0,308365005142974.7
9.724e-07,-120.0,308301581653640.5
9.726e-07,-120.0,308238184248406.3
9.728e-07,-120.0,308174812911184.2
9.73e-07,-57.1810567,308111467625899.25
9.732e-07,-61.7333971,308048148376489.94
9.734e-07,-120.0,307984855146907.75
9.736e-07,-61.2668003,307921587921117.5
9.738e-07,-74.0234423,307858346683097.1
9.74e-07,-57.1810567,307795131416837.8
9.742e-07,-120.0,307731942106343.7
9.744e-07,-72.0650712,307668778735632.2
9.746e-07,-120.0,307605641288733.9
9.748e-07,-120.0,307542529749692.25
9.75e-07,-65.3676104,307479444102564.1
9.752e-07,-120.0,307416384331419.2
9.754e-07,-120.0,307353350420340.4
9.756e-07,-120.0,307290342353423.5
9.758e-07,-57.7174441,307227360114777.6
9.76e-07,-120.0,307164403688524.56
9.762e-07,-120.0,307101473058799.4
9.764e-07,-61.7889927,307038568209750.06
9.766e-07,-65.1629847,306975689125537.56
9.768e-07,-57.7368447,306912835790335.8
9.77e-07,-62.8217237,306850008188331.6
9.772e-07,-57.9538987,306787206303724.94
9.774e-07,-60.6122545,306724430120728.5
9.776e-07,-120.0,306661679623567.94
9.778e-07,-64.6977932,306598954796481.9
9.78e-07,-57.9533248,306536255623721.9
9.782e-07,-120.0,306473582089552.25
9.784e-07,-120.0,306410934178250.2
9.786e-07,-120.0,306348311874105.9
9.788e-07,-120.0,306285715161422.1
9.79e-07,-120.0,306223144024514.8
9.792e-07,-120.0,306160598447712.4
9.794e-07,-120.0,306098078415356.3
9.796e-07,-120.0,306035583911800.75
9.798e-07,-56.9839917,305973114921412.56
9.8e-07,-120.0,305910671428571.44
9.802e-07,-120.0,305848253417669.9
9.804e-07,-66.181716,305785860873113.0
9.806e-07,-56.9819917,305723493779318.8
9.808e-07,-55.0966575,305661152120717.8
9.81e-07,-120.0,305598835881753.3
9.812e-07,-61.9149492,305536545046881.4
9.814e-07,-58.5801732,305474279600570.6
9.816e-07,-59.5851991,305412039527302.4
9.818e-07,-79.3559856,305349824811570.56
9.82e-07,-120.0,305287635437881.9
9.822e-07,-120.0,305225471390755.44
9.824e-07,-120.0,305163332654723.2
9.826e-07,-64.0003749,305101219214329.4
9.828e-07,-120.0,305039131054131.06
9.83e-07,-120.0,304977068158697.9
9.832e-07,-56.9994351,304915030512611.9
9.834e-07,-120.0,304853018100467.75
9.836e-07,-61.4672137,304791030906872.7
9.838e-07,-120.0,304729068916446.44
9.84e-07,-59.4725624,304667132113821.1
9.842e-07,-120.0,304605220483641.5
9.844e-07,-64.4921179,304543334010564.8
9.846e-07,-60.0618619,304481472679260.56
9.848e-07,-120.0,304419636474411.0
9.85e-07,-120.0,304357825380710.6
9.852e-07,-63.4127459,304296039382866.44
9.854e-07,-120.0,304234278465597.75
9.856e-07,-120.0,304172542613636.4
9.858e-07,-61.4662141,304110831811726.56
9.86e-07,-120.0,304049146044624.75
9.862e-07,-120.0,303987485297100.0
9.864e-07,-55.6126611,303925849553933.5
9.866e-07,-62.3347157,303864238799918.94
9.868e-07,-60.2145075,303802653019862.2
9.87e-07,-59.317312,303741092198581.56
9.872e-07,-120.0,303679556320907.6
9.874e-07,-70.117961,303618045371683.2
9.876e-07,-120.0,303556559335763.44
9.878e-07,-120.0,303495098198015.75
9.88e-07,-120.0,303433661943319.9
9.882e-07,-56.2905383,303372250556567.5
9.884e-07,-60.4144897,303310864022662.94
9.886e-07,-120.0,303249502326522.4
9.888e-07,-58.225108,303188165453074.44
9.89e-07,-120.0,303126853387259.9
9.892e-07,-120.0,303065566114031.56
9.894e-07,-120.0,303004303618354.56
9.896e-07,-61.8717764,302943065885206.1
9.898e-07,-62.4844589,302881852899575.7
9.9e-07,-74.3211148,302820664646464.6
9.902e-07,-60.4404889,302759501110886.7
9.904e-07,-60.1148616,302698362277867.5
9.906e-07,-120.0,302637248132444.94
9.908e-07,-120.0,302576158659669.0
9.91e-07,-56.4561894,302515093844601.44
9.912e-07,-74.0164399,302454053672316.4
9.914e-07,-59.7091114,302393038127899.94
9.916e-07,-58.8017949,302332047196450.2
9.918e-07,-120.0,302271080863077.25
9.92e-07,-62.0046301,302210139112903.25
9.922e-07,-120.0,302149221931062.3
9.924e-07,-59.1396782,302088329302700.5
9.926e-07,-60.9309442,302027461212976.0
9.928e-07,-120.0,301966617647058.8
9.93e-07,-120.0,301905798590130.9
9.932e-07,-58.5889731,301845004027386.2
9.934e-07,-120.0,301784233944030.56
9.936e-07,-60.5700891,301723488325281.8
9.938e-07,-120.0,301662767156369.5
9.94e-07,-62.1446472,301602070422535.25
9.942e-07,-67.8429049,301541398109032.4
9.944e-07,-120.0,301480750201126.3
9.946e-07,-120.0,301420126684094.1
9.948e-07,-63.6127047,301359527543224.75
9.95e-07,-120.0,301298952763819.1
9.952e-07,-67.0390008,301238402331189.7
9.954e-07,-120.0,301177876230661.0
9.956e-07,-120.0,301117374447569.3
9.958e-07,-71.7919976,301056896967262.5
9.96e-07,-62.1848663,300996443775100.4
9.962e-07,-55.9356824,300936014856454.5
9.964e-07,-62.0227769,300875610196708.2
9.966e-07,-120.0,300815229781256.3
9.968e-07,-120.0,300754873595505.6
9.97e-07,-64.3704171,300694541624874.6
9.972e-07,-120.0,300634233854793.44
9.974e-07,-56.296685,300573950270703.8
9.976e-07,-120.0,300513690858059.4
9.978e-07,-120.0,300453455602325.1
9.98e-07,-57.7398804,300393244488977.94
9.982e-07,-62.8373826,300333057503506.3
9.984e-07,-59.2237569,300272894631410.25
9.986e-07,-120.0,300212755858201.44
9.988e-07,-68.4175116,300152641169403.25
9.99e-07,-120.0,300092550550550.5
9.992e-07,-56.0053719,300032483987189.8
9.994e-07,-60.0994665,299972441464878.94
9.996e-07,-58.908267,299912422969187.7
9.998e-07,-61.4972171,299852428485697.2
1e-06,-120.0,299792458000000.0
1.0002e-06,-61.0318657,299732511497700.5
1.0004e-06,-120.0,299672588964414.25
1.0006e-06,-120.0,299612690385768.56
1.0008e-06,-120.0,299552815747402.06
1.001e-06,-60.1635274,299492965034965.0
1.0012e-06,-57.4822676,299433138234119.06
1.0014e-06,-60.3468612,299373335330537.25
1.0016e-06,-120.0,299313556309904.1
1.0018e-06,-67.3194618,299253801157915.75
1.002e-06,-60.7331802,299194069860279.44
1.0022e-06,-120.0,299134362402714.06
1.0024e-06,-120.0,299074678770949.75
1.0026e-06,-120.0,299015018950728.1
1.0028e-06,-60.2435766,298955382927802.2
1.003e-06,-120.0,298895770687936.2
1.0032e-06,-120.0,298836182216905.9
1.0034e-06,-120.0,298776617500498.3
1.0036e-06,-64.9317932,298717076524511.75
1.0038e-06,-68.4025116,298657559274755.94
1.004e-06,-120.0,298598065737051.75
1.0042e-06,-120.0,298538595897231.6
1.0044e-06,-59.7260622,298479149741138.94
1.0046e-06,-120.0,298419727254628.7
1.0048e-06,-120.0,298360328423566.9
1.005e-06,-60.2812002,298300953233830.9
1.0052e-06,-120.0,298241601671309.2
1.0054e-06,-68.0029044,298182273721901.75
1.0056e-06,-120.0,298122969371519.5
1.0058e-06,-120.0,298063688606084.7
1.006e-06,-120.0,298004431411530.8
1.0062e-06,-59.205129,297945197773802.44
1.0064e-06,-120.0,297885987678855.3
1.0066e-06,-62.6784922,297826801112656.44
1.0068e-06,-55.7838909,297767638061183.94
1.007e-06,-58.0718579,297708498510427.0
1.0072e-06,-120.0,297649382446386.0
1.0074e-06,-120.0,297590289855072.44
1.0076e-06,-62.2436309,297531220722508.9
1.0078e-06,-120.0,297472175034729.1
1.008e-06,-60.5159627,297413152777777.8
1.0082e-06,-59.3309358,297354153937710.8
1.0084e-06,-120.0,297295178500595.0
1.0086e-06,-57.9155446,297236226452508.44
1.0088e-06,-120.0,297177297779540.06
1.009e-06,-120.0,297118392467789.9
1.0092e-06,-66.473352,297059510503369.0
1.0094e-06,-58.8343656,297000651872399.44
1.0096e-06,-120.0,296941816561014.25
1.0098e-06,-120.0,296883004555357.5
1.01e-06,-120.0,296824215841584.1
1.0102e-06,-62.6308297,296765450405860.2
1.0104e-06,-120.0,296706708234362.6
1.0106e-06,-61.3292579,296647989313279.25
1.0108e-06,-120.0,296589293628808.9
1.011e-06,-120.0,296530621167161.25
1.0112e-06,-56.7683341,296471971914557.0
1.0114e-06,-56.9648561,296413345857227.6
1.0116e-06,-61.7158314,296354742981415.56
1.0118e-06,-120.0,296296163273374.2
1.012e-06,-120.0,296237606719367.56
1.0122e-06,-58.3073256,296179073305670.8
1.0124e-06,-54.9770395,296120563018569.75
1.0126e-06,-120.0,296062075844361.06
1.0128e-06,-120.0,296003611769352.25
1.013e-06,-120.0,295945170779861.75
1.0132e-06,-120.0,295886752862218.7
1.0134e-06,-120.0,295828358002763.0
1.0136e-06,-120.0,295769986187845.3
1.0138e-06,-56.9083835,295711637403827.2
1.014e-06,-58.5091311,295653311637080.9
1.0142e-06,-59.8900224,295595008873989.4
1.0144e-06,-120.0,295536729100946.4
1.0146e-06,-66.8040774,295478472304356.4
1.0148e-06,-120.0,295420238470634.6
1.015e-06,-120.0,295362027586206.9
1.0152e-06,-62.1767764,295303839637509.8
1.0154e-06,-61.7248872,295245674610990.75
1.0156e-06,-57.7827717,295187532493107.5
1.0158e-06,-120.0,295129413270328.75
1.016e-06,-71.9590014,295071316929133.8
1.0162e-06,-120.0,295013243456012.6
1.0164e-06,-59.811563,294955192837465.56
1.0166e-06,-60.4305346,294897165060003.94
1.0168e-06,-120.0,294839160110149.5
1.017e-06,-120.0,294781177974434.6
1.0172e-06,-120.0,294723218639402.3
1.0174e-06,-120.0,294665282091606.06
1.0176e-06,-120.0,294607368317610.06
1.0178e-06,-67.7988266,294549477303989.0
1.018e-06,-60.654957,294491609037328.06
1.0182e-06,-120.0,294433763504223.1
1.0184e-06,-120.0,294375940691280.44
1.0186e-06,-120.0,294318140585116.8
1.0188e-06,-120.0,294260363172359.6
1.019e-06,-120.0,294202608439646.75
1.0192e-06,-61.1145063,294144876373626.4
1.0194e-06,-58.1449139,294087166960957.44
1.0196e-06,-120.0,294029480188309.2
1.0198e-06,-62.5765785,293971816042361.25
1.02e-06,-120.0,293914174509803.94
1.0202e-06,-68.1450857,293856555577337.75
1.0204e-06,-120.0,293798959231673.9
1.0206e-06,-59.7143544,293741385459533.6
1.0208e-06,-120.0,293683834247648.9
1.021e-06,-120.0,293626305582762.0
1.0212e-06,-58.9351732,293568799451625.5
1.0214e-06,-120.0,293511315841002.5
1.0216e-06,-59.7688033,293453854737666.4
1.0218e-06,-120.0,293396416128400.9
1.022e-06,-61.5572158,293339000000000.0
1.0222e-06,-63.122723,293281606339268.25
1.0224e-06,-55.3588985,293224235133020.4
1.0226e-06,-120.0,293166886368081.4
1.0228e-06,-120.0,293109560031286.7
1.023e-06,-120.0,293052256109481.94
1.0232e-06,-120.0,292994974589523.06
1.0234e-06,-120.0,292937715458276.3
1.0236e-06,-63.1147237,292880478702618.2
1.0238e-06,-63.7497459,292823264309435.44
1.024e-06,-120.0,292766072265625.0
1.0242e-06,-120.0,292708902558094.1
1.0244e-06,-56.6836373,292651755173760.25
1.0246e-06,-120.0,292594630099551.06
1.0248e-06,-120.0,292537527322404.4
1.025e-06,-120.0,292480446829268.3
1.0252e-06,-66.7024401,292423388607101.06
1.0254e-06,-120.0,292366352642871.06
1.0256e-06,-61.1075058,292309338923556.94
1.0258e-06,-55.7869906,292252347436147.4
1.026e-06,-120.0,292195378167641.3
1.0262e-06,-120.0,292138431105047.75
1.0264e-06,-60.1484661,292081506235385.8
1.0266e-06,-120.0,292024603545684.75
1.0268e-06,-120.0,291967723022984.0
1.027e-06,-120.0,291910864654333.0
1.0272e-06,-120.0,291854028426791.25
1.0274e-06,-57.7772227,291797214327428.5
1.0276e-06,-65.4499847,291740422343324.25
1.0278e-06,-120.0,291683652461568.44
1.028e-06,-64.1990532,291626904669260.7
1.0282e-06,-120.0,291570178953511.0
1.0284e-06,-120.0,291513475301439.1
1.0286e-06,-120.0,291456793700175.0
1.0288e-06,-60.0347797,291400134136858.5
1.029e-06,-60.0337797,291343496598639.44
1.0292e-06,-120.0,291286881072677.8
1.0294e-06,-63.1097237,291230287546143.4
1.0296e-06,-57.2421275,291173716006216.0
1.0298e-06,-120.0,291117166440085.44
1.03e-06,-79.6800024,291060638834951.44
1.0302e-06,-79.6789907,291004133178023.7
1.0304e-06,-120.0,290947649456521.75
1.0306e-06,-120.0,290891187657675.2
1.0308e-06,-57.3738744,290834747768723.3
1.031e-06,-68.4211514,290778329776915.6
1.0312e-06,-62.2359482,290721933669511.25
1.0314e-06,-120.0,290665559433779.3
1.0316e-06,-120.0,290609207056998.8
1.0318e-06,-120.0,290552876526458.6
1.032e-06,-58.047553,290496567829457.4
1.0322e-06,-57.3728744,290440280953303.6
1.0324e-06,-62.2349498,290384015885315.75
1.0326e-06,-120.0,290327772612822.0
1.0328e-06,-57.3708744,290271551123160.3
1.033e-06,-57.5909644,290215351403678.56
1.0332e-06,-61.6132428,290159173441734.44
1.0334e-06,-60.0294065,290103017224695.2
1.0336e-06,-120.0,290046882739938.1
1.0338e-06,-65.6166098,289990769974850.06
1.034e-06,-120.0,289934678916827.9
1.0342e-06,-72.3120767,289878609553277.9
1.0344e-06,-61.447749,289822561871616.4
1.0346e-06,-63.2153393,289766535859269.25
1.0348e-06,-120.0,289710531503672.2
1.035e-06,-56.0171868,289654548792270.5
1.0352e-06,-68.1060841,289598587712519.3
1.0354e-06,-120.0,289542648251883.3
1.0356e-06,-58.4247579,289486730397837.0
1.0358e-06,-71.1146804,289430834137864.44
1.036e-06,-58.013502,289374959459459.5
1.0362e-06,-64.4612483,289319106350125.5
1.0364e-06,-120.0,289263274797375.56
1.0366e-06,-61.3787809,289207464788732.44
1.0368e-06,-67.797833,289151676311728.4
1.037e-06,-120.0,289095909353905.5
1.0372e-06,-120.0,289040163902815.25
1.0374e-06,-58.2003335,288984439946018.9
1.0376e-06,-63.240339,288928737471087.1
1.0378e-06,-56.7381891,288873056465600.3
1.038e-06,-120.0,288817396917148.4
1.0382e-06,-60.4395346,288761758813330.75
1.0384e-06,-120.0,288706142141756.5
1.0386e-06,-61.6878309,288650546890044.25
1.0388e-06,-120.0,288594973045822.1
1.039e-06,-120.0,288539420596727.6
1.0392e-06,-120.0,288483889530408.0
1.0394e-06,-120.0,288428379834519.94
1.0396e-06,-120.0,288372891496729.5
1.0398e-06,-120.0,288317424504712.44
1.04e-06,-120.0,288261978846153.9
1.0402e-06,-120.0,288206554508748.3
1.0404e-06,-120.0,288151151480199.94
1.0406e-06,-66.5157167,288095769748222.2
1.0408e-06,-56.850999,288040409300538.06
1.041e-06,-120.0,287985070124879.9
1.0412e-06,-120.0,287929752208989.6
1.0414e-06,-120.0,287874455540618.4
1.0416e-06,-120.0,287819180107526.94
1.0418e-06,-59.3866782,287763925897485.1
1.042e-06,-63.3304614,287708692898272.56
1.0422e-06,-120.0,287653481097678.0
1.0424e-06,-68.85272,287598290483499.6
1.0426e-06,-120.0,287543121043545.0
1.0428e-06,-61.597168,287487972765631.0
1.043e-06,-120.0,287432845637583.9
1.0432e-06,-64.1699504,287377739647239.25
1.0434e-06,-120.0,287322654782442.0
1.0436e-06,-59.3151241,287267591031046.4
1.0438e-06,-120.0,287212548380915.9
1.044e-06,-120.0,287157526819923.4
1.0442e-06,-120.0,287102526335950.94
1.0444e-06,-58.0615526,287047546916890.1
1.0446e-06,-120.0,286992588550641.44
1.0448e-06,-58.4537848,286937651225114.9
1.045e-06,-69.749093,286882734928229.7
1.0452e-06,-120.0,286827839647914.3
1.0454e-06,-120.0,286772965372106.4
1.0456e-06,-57.5767317,286718112088752.9
1.0458e-06,-120.0,286663279785809.9
1.046e-06,-120.0,286608468451242.8
1.0462e-06,-120.0,286553678073026.2
1.0464e-06,-120.0,286498908639143.7
1.0466e-06,-120.0,286444160137588.4
1.0468e-06,-120.0,286389432556362.25
1.047e-06,-57.7197261,286334725883476.56
1.0472e-06,-120.0,286280040106951.9
1.0474e-06,-120.0,286225375214817.7
1.0476e-06,-120.0,286170731195112.7
1.0478e-06,-61.9210667,286116108035884.75
1.048e-06,-120.0,286061505725190.9
1.0482e-06,-120.0,286006924251097.1
1.0484e-06,-63.2282278,285952363601678.75
1.0486e-06,-120.0,285897823765020.0
1.0488e-06,-120.0,285843304729214.3
1.049e-06,-120.0,285788806482364.1
1.0492e-06,-120.0,285734329012581.0
1.0494e-06,-120.0,285679872307985.5
1.0496e-06,-62.2669492,285625436356707.3
1.0498e-06,-120.0,285571021146885.1
1.05e-06,-120.0,285516626666666.7
1.0502e-06,-64.0517648,285462252904208.75
1.0504e-06,-60.0153316,285407899847677.1
1.0506e-06,-120.0,285353567485246.56
1.0508e-06,-61.8212141,285299255805100.9
1.051e-06,-62.9273826,285244964795432.94
1.0512e-06,-56.2704554,285190694444444.44
1.0514e-06,-62.9283826,285136444740346.2
1.0516e-06,-120.0,285082215671357.94
1.0518e-06,-120.0,285028007225708.3
1.052e-06,-120.0,284973819391634.94
1.0522e-06,-56.5551951,284919652157384.5
1.0524e-06,-120.0,284865505511212.44
1.0526e-06,-55.0683724,284811379441383.2
1.0528e-06,-76.4876369,284757273936170.25
1.053e-06,-120.0,284703188983855.7
1.0532e-06,-120.0,284649124572730.75
1.0534e-06,-120.0,284595080691095.5
1.0536e-06,-120.0,284541057327258.94
1.0538e-06,-58.128553,284487054469538.8
1.054e-06,-58.8536346,284433072106261.9
1.0542e-06,-120.0,284379110225763.6
1.0544e-06,-56.3743054,284325168816388.44
1.0546e-06,-67.5781108,284271247866489.6
1.0548e-06,-120.0,284217347364429.25
1.055e-06,-120.0,284163467298578.2
1.0552e-06,-79.7760109,284109607657316.1
1.0554e-06,-120.0,284055768429031.6
1.0556e-06,-120.0,284001949602122.06
1.0558e-06,-63.3192278,283948151164993.4
1.056e-06,-120.0,283894373106060.6
1.0562e-06,-62.464648,283840615413747.44
1.0564e-06,-120.0,283786878076486.2
1.0566e-06,-62.0961915,283733161082718.2
1.0568e-06,-120.0,283679464420893.25
1.057e-06,-120.0,283625788079470.2
1.0572e-06,-58.4694311,283572132046916.4
1.0574e-06,-63.6219308,283518496311707.94
1.0576e-06,-61.6006851,283464880862329.8
1.0578e-06,-120.0,283411285687275.44
1.058e-06,-120.0,283357710775047.25
1.0582e-06,-58.484585,283304156114156.06
1.0584e-06,-54.5219788,283250621693121.75
1.0586e-06,-120.0,283197107500472.4
1.0588e-06,-62.687227,283143613524745.0
1.059e-06,-120.0,283090139754485.4
1.0592e-06,-120.0,283036686178247.75
1.0594e-06,-120.0,282983252784595.06
1.0596e-06,-120.0,282929839562098.94
1.0598e-06,-120.0,282876446499339.5
1.06e-06,-120.0,282823073584905.6
1.0602e-06,-120.0,282769720807394.8
1.0604e-06,-120.0,282716388155413.06
1.0606e-06,-120.0,282663075617574.94
1.0608e-06,-57.8543412,282609783182503.75
1.061e-06,-120.0,282556510838831.25
1.0612e-06,-120.0,282503258575197.9
1.0614e-06,-62.0402305,282450026380252.5
1.0616e-06,-60.1791117,282396814242652.6
1.0618e-06,-58.068915,282343622151064.25
1.062e-06,-60.6861342,282290450094162.0
1.0622e-06,-120.0,282237298060628.9
1.0624e-06,-120.0,282184166039156.6
1.0626e-06,-62.9014919,282131054018445.3
1.0628e-06,-58.2148447,282077961987203.6
1.063e-06,-120.0,282024889934148.6
1.0632e-06,-120.0,281971837848006.0
1.0634e-06,-56.8656367,281918805717509.9
1.0636e-06,-59.6209966,281865793531402.75
1.0638e-06,-65.8146107,281812801278435.75
1.064e-06,-120.0,281759828947368.4
1.0642e-06,-120.0,281706876526968.6
1.0644e-06,-120.0,281653944006012.8
1.0646e-06,-120.0,281601031373285.75
1.0648e-06,-66.8774401,281548138617580.75
1.065e-06,-69.4486358,281495265727699.56
1.0652e-06,-120.0,281442412692452.12
1.0654e-06,-120.0,281389579500657.03
1.0656e-06,-120.0,281336766141141.12
1.0658e-06,-56.6386289,281283972602739.72
1.066e-06,-120.0,281231198874296.44
1.0662e-06,-120.0,281178444944663.28
1.0664e-06,-55.7677089,281125710802700.66
1.0666e-06,-120.0,281072996437277.3
1.0668e-06,-65.8066098,281020301837270.3
1.067e-06,-73.1402175,280967626991565.16
1.0672e-06,-59.2001953,280914971889055.5
1.0674e-06,-120.0,280862336518643.44
1.0676e-06,-62.1773971,280809720869239.44
1.0678e-06,-120.0,280757124929762.12
1.068e-06,-60.5576884,280704548689138.6
1.0682e-06,-120.0,280651992136304.06
1.0684e-06,-59.3790387,280599455260202.16
1.0686e-06,-60.2851124,280546938049784.75
1.0688e-06,-57.5184348,280494440494011.97
1.069e-06,-120.0,280441962581852.2
1.0692e-06,-60.1318747,280389504302282.06
1.0694e-06,-120.0,280337065644286.5
1.0696e-06,-120.0,280284646596858.62
1.0698e-06,-64.6632492,280232247148999.84
1.07e-06,-120.0,280179867289719.66
1.0702e-06,-61.1656918,280127507008035.9
1.0704e-06,-62.8018288,280075166292974.6
1.0706e-06,-65.4579705,280022845133569.97
1.0708e-06,-120.0,279970543518864.4
1.071e-06,-120.0,279918261437908.5
1.0712e-06,-120.0,279865998879761.0
1.0714e-06,-120.0,279813755833488.88
1.0716e-06,-61.5020465,279761532288167.22
1.0718e-06,-120.0,279709328232879.25
1.072e-06,-63.8003202,279657143656716.4
1.0722e-06,-120.0,279604978548778.2
1.0724e-06,-120.0,279552832898172.3
1.0726e-06,-120.0,279500706694014.56
1.0728e-06,-120.0,279448599925428.8
1.073e-06,-120.0,279396512581547.1
1.0732e-06,-120.0,279344444651509.53
1.0734e-06,-120.0,279292396124464.34
1.0736e-06,-120.0,279240366989567.8
1.0738e-06,-120.0,279188357235984.34
1.074e-06,-59.5687129,279136366852886.4
1.0742e-06,-120.0,279084395829454.47
1.0744e-06,-62.6316,279032444154877.12
1.0746e-06,-120.0,278980511818351.0
1.0748e-06,-120.0,278928598809080.75
1.075e-06,-61.0597605,278876705116279.06
1.0752e-06,-120.0,278824830729166.66
1.0754e-06,-62.460949,278772975636972.3
1.0756e-06,-120.0,278721139828932.72
1.0758e-06,-58.4618987,278669323294292.62
1.076e-06,-71.055518,278617526022304.84
1.0762e-06,-63.2228153,278565748002230.1
1.0764e-06,-120.0,278513989223337.06
1.0766e-06,-120.0,278462249674902.47
1.0768e-06,-120.0,278410529346211.0
1.077e-06,-120.0,278358828226555.25
1.0772e-06,-59.2471953,278307146305235.78
1.0774e-06,-61.542047,278255483571561.16
1.0776e-06,-120.0,278203840014847.78
1.0778e-06,-120.0,278152215624420.1
1.078e-06,-61.2176914,278100610389610.38
1.0782e-06,-120.0,278049024299758.88
1.0784e-06,-120.0,277997457344213.66
1.0786e-06,-64.5763762,277945909512330.8
1.0788e-06,-120.0,277894380793474.25
1.079e-06,-120.0,277842871177015.75
1.0792e-06,-120.0,277791380652335.06
1.0794e-06,-63.4692278,277739909208819.72
1.0796e-06,-120.0,277688456835865.12
1.0798e-06,-120.0,277637023522874.6
1.08e-06,-120.0,277585609259259.25
1.0802e-06,-58.9846493,277534214034438.06
1.0804e-06,-58.8499826,277482837837837.8
1.0806e-06,-60.4971815,277431480658893.2
1.0808e-06,-68.6691497,277380142487046.6
1.081e-06,-63.9110137,277328823311748.4
1.0812e-06,-68.0278286,277277523122456.56
1.0814e-06,-62.5598655,277226241908636.97
1.0816e-06,-68.0188291,277174979659763.3
1.0818e-06,-120.0,277123736365317.06
1.082e-06,-59.7132948,277072512014787.44
1.0822e-06,-57.1576522,277021306597671.4
1.0824e-06,-120.0,276970120103473.75
1.0826e-06,-120.0,276918952521707.0
1.0828e-06,-120.0,276867803841891.38
1.083e-06,-120.0,276816674053554.94
1.0832e-06,-67.2438456,276765563146233.38
1.0834e-06,-62.420949,276714471109470.16
1.0836e-06,-120.0,276663397932816.5
1.0838e-06,-62.4988661,276612343605831.38
1.084e-06,-120.0,276561308118081.2
1.0842e-06,-58.1414441,276510291459140.4
1.0844e-06,-54.2634507,276459293618590.94
1.0846e-06,-57.8276267,276408314586022.5
1.0848e-06,-120.0,276357354351032.47
1.085e-06,-57.2794799,276306412903225.8
1.0852e-06,-74.4244466,276255490232215.25
1.0854e-06,-63.4664618,276204586327621.16
1.0856e-06,-120.0,276153701179071.47
1.0858e-06,-120.0,276102834776201.88
1.086e-06,-61.278349,276051987108655.6
1.0862e-06,-120.0,276001158166083.56
1.0864e-06,-61.95523,275950347938144.3
1.0866e-06,-66.3594359,275899556414503.97
1.0868e-06,-120.0,275848783584836.25
1.087e-06,-58.640108,275798029438822.47
1.0872e-06,-67.6081117,275747293966151.6
1.0874e-06,-120.0,275696577156520.16
1.0876e-06,-58.4032369,275645878999632.22
1.0878e-06,-58.7657125,275595199485199.5
1.088e-06,-70.9395189,275544538602941.2
1.0882e-06,-120.0,275493896342584.1
1.0884e-06,-60.6345079,275443272693862.53
1.0886e-06,-120.0,275392667646518.44
1.0888e-06,-61.3274466,275342081190301.22
1.089e-06,-120.0,275291513314967.84
1.0892e-06,-57.2977095,275240964010282.75
1.0894e-06,-60.9882545,275190433266018.03
1.0896e-06,-57.3610385,275139921071953.03
1.0898e-06,-63.516565,275089427417874.84
1.09e-06,-120.0,275038952293578.0
1.0902e-06,-120.0,274988495688864.44
1.0904e-06,-66.772439,274938057593543.66
1.0906e-06,-120.0,274887637997432.62
1.0908e-06,-61.2469442,274837236890355.7
1.091e-06,-56.3604914,274786854262144.8
1.0912e-06,-120.0,274736490102639.28
1.0914e-06,-120.0,274686144401685.9
1.0916e-06,-60.2835271,274635817149138.88
1.0918e-06,-120.0,274585508334859.84
1.092e-06,-120.0,274535217948717.94
1.0922e-06,-120.0,274484945980589.6
1.0924e-06,-57.2957877,274434692420358.88
1.0926e-06,-57.6593959,274384457257916.9
1.0928e-06,-120.0,274334240483162.53
1.093e-06,-63.2882278,274284042086001.84
1.0932e-06,-120.0,274233862056348.34
1.0934e-06,-60.3825766,274183700384122.94
1.0936e-06,-120.0,274133557059253.84
1.0938e-06,-120.0,274083432071676.72
1.094e-06,-120.0,274033325411334.53
1.0942e-06,-120.0,273983237068177.66
1.0944e-06,-120.0,273933167032163.72
1.0946e-06,-59.3579876,273883115293257.78
1.0948e-06,-120.0,273833081841432.2
1.095e-06,-67.5861126,273783066666666.66
1.0952e-06,-120.0,273733069758948.16
1.0954e-06,-56.5677409,273683091108270.97
1.0956e-06,-120.0,273633130704636.75
1.0958e-06,-120.0,273583188538054.4
1.096e-06,-120.0,273533264598540.16
1.0962e-06,-120.0,273483358876117.5
1.0964e-06,-120.0,273433471360817.22
1.0966e-06,-56.4781703,273383602042677.38
1.0968e-06,-120.0,273333750911743.25
1.097e-06,-59.3270387,273283917958067.44
1.0972e-06,-120.0,273234103171709.78
1.0974e-06,-120.0,273184306542737.38
1.0976e-06,-65.3461351,273134528061224.47
1.0978e-06,-120.0,273084767717252.66
1.098e-06,-60.9541802,273035025500910.78
1.0982e-06,-57.9457717,272985301402294.7
1.0984e-06,-120.0,272935595411507.66
1.0986e-06,-120.0,272885907518660.12
1.0988e-06,-120.0,272836237713869.7
1.099e-06,-120.0,272786585987261.16
1.0992e-06,-59.4799871,272736952328966.53
1.0994e-06,-62.5408669,272687336729124.97
1.0996e-06,-61.0547605,272637739177882.88
